Unnamed: 0.1,index,Unnamed: 0,SMILES,RT,Speed,i-PrOH_proportion,Literature,Column,alpha,beta
1706,938,1792,COc1ccc(CN2CC\C(=C/C[C@](C)(C(=O)OC2=O)c3ccc(Cl)cc3)c4ccccc4)cc1,10.74,1.0,0.3,10.1002/anie.202005313,AS,1.3659217877094971,1.5012755102040816
1707,938,1791,COc1ccc(CN2CC\C(=C/C[C@@](C)(C(=O)OC2=O)c3ccc(Cl)cc3)c4ccccc4)cc1,14.67,1.0,0.3,10.1002/anie.202005313,AS,1.3659217877094971,1.5012755102040816
1782,977,1869,COc1ccc(CN2CC\C(=C/C[C@](C)(C(=O)OC2=O)c3cccc(Cl)c3)c4ccccc4)cc1,10.93,1.0,0.3,10.1002/anie.202005313,AS,1.211344922232388,1.2876712328767124
1783,977,1868,COc1ccc(CN2CC\C(=C/C[C@@](C)(C(=O)OC2=O)c3cccc(Cl)c3)c4ccccc4)cc1,13.24,1.0,0.3,10.1002/anie.202005313,AS,1.211344922232388,1.2876712328767124
1788,980,1875,COc1ccc(CN2CC\C(=C/C[C@](C)(C(=O)OC2=O)c3cccc(F)c3)c4ccccc4)cc1,10.97,1.0,0.3,10.1002/anie.202005313,AS,1.1795806745670008,1.2441140024783146
1789,980,1874,COc1ccc(CN2CC\C(=C/C[C@@](C)(C(=O)OC2=O)c3cccc(F)c3)c4ccccc4)cc1,12.94,1.0,0.3,10.1002/anie.202005313,AS,1.1795806745670008,1.2441140024783146
1790,981,1877,COc1ccc(CN2CC\C(=C/C[C@](C)(C2=O)c3ccccc3)c4ccccc4)cc1,10.99,1.0,0.2,10.1002/anie.202005313,AS,2.6451319381255685,3.234857849196539
1791,981,1876,COc1ccc(CN2CC\C(=C/C[C@@](C)(C2=O)c3ccccc3)c4ccccc4)cc1,29.07,1.0,0.2,10.1002/anie.202005313,AS,2.6451319381255685,3.234857849196539
1804,988,1890,Brc1ccc(cc1)[C@H](C#C)[C](=[C]=[CH2])C(=O)OCc2ccccc2,10.15,1.0,0.01,10.1021/jacs.7b08207,AS,1.0847290640394087,1.1186206896551725
1805,988,1891,Brc1ccc(cc1)[C@@H](C#C)[C](=[C]=[CH2])C(=O)OCc2ccccc2,11.01,1.0,0.01,10.1021/jacs.7b08207,AS,1.0847290640394087,1.1186206896551725
1822,997,1908,C[C@@H](C#N)c1ccc(cc1)C(F)(F)F,9.63,0.5,0.05,10.1002/cjoc.202000309,AS,1.1516095534787123,1.3812010443864229
1823,997,1909,C[C@H](C#N)c1ccc(cc1)C(F)(F)F,11.09,0.5,0.05,10.1002/cjoc.202000309,AS,1.1516095534787123,1.3812010443864229
1844,1008,1931,COc1ccc(CN2CC\C(=C/C[C@](CCCOCc3ccccc3)(C(=O)OC2=O)c4ccccc4)c5ccccc5)cc1,11.1,1.0,0.4,10.1002/anie.202005313,AS,1.963963963963964,2.304878048780488
1845,1008,1930,COc1ccc(CN2CC\C(=C/C[C@@](CCCOCc3ccccc3)(C(=O)OC2=O)c4ccccc4)c5ccccc5)cc1,21.8,1.0,0.4,10.1002/anie.202005313,AS,1.963963963963964,2.304878048780488
1930,1052,2018,C[C@H](C#N)c1ccc2ccccc2c1,11.33,0.45,0.05,10.1002/cjoc.202000309,AS,1.0794351279788172,1.1842165112576757
1931,1052,2017,C[C@@H](C#N)c1ccc2ccccc2c1,12.23,0.45,0.05,10.1002/cjoc.202000309,AS,1.0794351279788172,1.1842165112576757
1932,1053,2020,C[C@@H](C#N)C#Cc1ccccc1,11.33,0.5,0.15,10.1021/jacs.9b02338,AS,1.0794351279788172,1.162748643761302
1933,1053,2019,C[C@H](C#N)C#Cc1ccccc1,12.23,0.5,0.15,10.1021/jacs.9b02338,AS,1.0794351279788172,1.162748643761302
1934,1054,2021,Clc1ccc(cc1)[C@H](C#C)[C](=[C]=[CH2])C(=O)OCc2ccccc2,10.46,1.0,0.01,10.1021/jacs.7b08207,AS,1.0869980879541108,1.1203703703703702
1935,1054,2022,Clc1ccc(cc1)[C@@H](C#C)[C](=[C]=[CH2])C(=O)OCc2ccccc2,11.37,1.0,0.01,10.1021/jacs.7b08207,AS,1.0869980879541108,1.1203703703703702
2070,1132,2167,CC[C@H](C#N)C#Cc1cccc(C)c1,11.0,0.5,0.05,10.1021/jacs.9b02338,AS,1.0718181818181818,1.1519230769230768
2071,1132,2168,CC[C@@H](C#N)C#Cc1cccc(C)c1,11.79,0.5,0.05,10.1021/jacs.9b02338,AS,1.0718181818181818,1.1519230769230768
2086,1141,2185,CC[C@@H](C#N)C#Cc1ccc2ccccc2c1,11.8,0.5,0.15,10.1021/jacs.9b02338,AS,1.0796610169491525,1.1566666666666665
2087,1141,2184,CC[C@H](C#N)C#Cc1ccc2ccccc2c1,12.74,0.5,0.15,10.1021/jacs.9b02338,AS,1.0796610169491525,1.1566666666666665
2150,1173,2249,CC[C@@H](C#N)C#Cc1ccccc1F,12.03,0.5,0.15,10.1021/jacs.9b02338,AS,1.0515378221113882,1.099518459069021
2151,1173,2248,CC[C@H](C#N)C#Cc1ccccc1F,12.65,0.5,0.15,10.1021/jacs.9b02338,AS,1.0515378221113882,1.099518459069021
2152,1174,2251,C[C@@]1(CC=C(COC1=O)C2CCCCC2)c3ccccc3,12.03,1.0,0.1,10.1021/jacs.8b12095,AS,1.6026600166251042,1.79408543263965
2153,1174,2250,C[C@]1(CC=C(COC1=O)C2CCCCC2)c3ccccc3,19.28,1.0,0.1,10.1021/jacs.8b12095,AS,1.6026600166251042,1.79408543263965
2294,1256,2404,CCOC(=O)[C@@](C[N+]([O-])=O)(Sc1ccc(Cl)cc1)c2ccccc2,12.51,1.0,0.05,10.1021/ol901572x,AS,1.091127098321343,1.1186264308012488
2295,1256,2403,CCOC(=O)[C@](C[N+]([O-])=O)(Sc1ccc(Cl)cc1)c2ccccc2,13.65,1.0,0.05,10.1021/ol901572x,AS,1.091127098321343,1.1186264308012488
2300,1259,2410,COc1ccc(CN2CC\C(=C/C[C@](C)(C(=O)OC2=O)c3ccc(Br)cc3)c4ccccc4)cc1,12.54,1.0,0.3,10.1002/anie.202005313,AS,1.4696969696969695,1.610995850622407
2301,1259,2409,COc1ccc(CN2CC\C(=C/C[C@@](C)(C(=O)OC2=O)c3ccc(Br)cc3)c4ccccc4)cc1,18.43,1.0,0.3,10.1002/anie.202005313,AS,1.4696969696969695,1.610995850622407
2328,1273,2437,N#C[C@@H]1CCc2ccccc12,10.44,0.5,0.05,10.1002/cjoc.202000309,AS,1.2126436781609196,1.4784482758620692
2329,1273,2438,N#C[C@H]1CCc2ccccc12,12.66,0.5,0.05,10.1002/cjoc.202000309,AS,1.2126436781609196,1.4784482758620692
2330,1274,2440,CC[C@@H](C#N)C#Cc1ccc(Br)cc1,12.67,0.5,0.15,10.1021/jacs.9b02338,AS,1.0931333859510657,1.1717612809315867
2331,1274,2439,CC[C@H](C#N)C#Cc1ccc(Br)cc1,13.85,0.5,0.15,10.1021/jacs.9b02338,AS,1.0931333859510657,1.1717612809315867
2356,1287,2466,CCOC(=O)[C@@](C[N+]([O-])=O)(Sc1ccc(F)cc1)c2ccccc2,12.72,1.0,0.05,10.1021/ol901572x,AS,1.069182389937107,1.0896130346232178
2357,1287,2465,CCOC(=O)[C@](C[N+]([O-])=O)(Sc1ccc(F)cc1)c2ccccc2,13.6,1.0,0.05,10.1021/ol901572x,AS,1.069182389937107,1.0896130346232178
2420,1320,2531,N#C[C@@H](C#Cc1ccccc1)C2CCCCC2,12.96,0.5,0.01,10.1021/jacs.9b02338,AS,1.1242283950617284,1.2248603351955305
2421,1320,2530,N#C[C@H](C#Cc1ccccc1)C2CCCCC2,14.57,0.5,0.01,10.1021/jacs.9b02338,AS,1.1242283950617284,1.2248603351955305
2460,1341,2571,CCOC(=O)\C=C(/[C@@H](C#C)c1ccccc1)C(=O)OCc2ccccc2,10.01,1.0,0.01,10.1021/jacs.7b08207,AS,1.3116883116883118,1.438818565400844
2461,1341,2572,CCOC(=O)\C=C(/[C@H](C#C)c1ccccc1)C(=O)OCc2ccccc2,13.13,1.0,0.01,10.1021/jacs.7b08207,AS,1.3116883116883118,1.438818565400844
2538,1382,2652,Cc1ccccc1C2=CC[C@@](C)(C(=O)OC2)c3ccccc3,13.41,1.0,0.1,10.1021/jacs.8b12095,AS,1.237882177479493,1.3035204567078973
2539,1382,2651,Cc1ccccc1C2=CC[C@](C)(C(=O)OC2)c3ccccc3,16.6,1.0,0.1,10.1021/jacs.8b12095,AS,1.237882177479493,1.3035204567078973
2592,1410,2707,CC(C)C[C@]1(C/C(COC1=O)=C/c2ccccc2)c3ccccc3,13.58,1.0,0.15,10.1016/j.scib.2021.04.037,AS,1.288659793814433,1.367041198501873
2593,1410,2706,CC(C)C[C@@]1(C/C(COC1=O)=C/c2ccccc2)c3ccccc3,17.5,1.0,0.15,10.1016/j.scib.2021.04.037,AS,1.288659793814433,1.367041198501873
2618,1423,2733,COc1ccc(cc1)[C@H](C)C#N,13.64,0.5,0.05,10.1002/cjoc.202000309,AS,1.1136363636363635,1.197704081632653
2619,1423,2732,COc1ccc(cc1)[C@@H](C)C#N,15.19,0.5,0.05,10.1002/cjoc.202000309,AS,1.1136363636363635,1.197704081632653
2674,1453,2791,CC(C)[C@H](C#N)c1ccccc1,13.8,0.5,0.05,10.1002/cjoc.202000309,AS,1.1637681159420288,1.2824999999999998
2675,1453,2790,CC(C)[C@@H](C#N)c1ccccc1,16.06,0.5,0.05,10.1002/cjoc.202000309,AS,1.1637681159420288,1.2824999999999998
2694,1463,2811,CC[C@@H](C#N)C#Cc1cccc(F)c1,13.88,0.5,0.01,10.1021/jacs.9b02338,AS,1.0763688760806915,1.131188118811881
2695,1463,2810,CC[C@H](C#N)C#Cc1cccc(F)c1,14.94,0.5,0.01,10.1021/jacs.9b02338,AS,1.0763688760806915,1.131188118811881
2878,1568,3008,COc1ccc(CN2CC\C(=C/C[C@](C)(C(=O)OC2=O)c3ccc4ccccc4c3)c5ccccc5)cc1,14.55,1.0,0.3,10.1002/anie.202005313,AS,1.5505154639175256,1.6875536480686697
2879,1568,3007,COc1ccc(CN2CC\C(=C/C[C@@](C)(C(=O)OC2=O)c3ccc4ccccc4c3)c5ccccc5)cc1,22.56,1.0,0.3,10.1002/anie.202005313,AS,1.5505154639175256,1.6875536480686697
2894,1576,3024,COc1ccc(cc1OC)[C@H](C[N+]([O-])=O)C(C)(C)C=O,14.6,1.0,0.35,10.1016/j.tet.2010.05.056,AS,1.226027397260274,1.282051282051282
2895,1576,3023,COc1ccc(cc1OC)[C@@H](C[N+]([O-])=O)C(C)(C)C=O,17.9,1.0,0.35,10.1016/j.tet.2010.05.056,AS,1.226027397260274,1.282051282051282
2938,1600,3070,C[C@]1(C/C(COC1=O)=C/c2ccccc2Cl)c3ccccc3,14.76,1.0,0.15,10.1016/j.scib.2021.04.037,AS,1.2649051490514909,1.3296795952782463
2939,1600,3069,C[C@@]1(C/C(COC1=O)=C/c2ccccc2Cl)c3ccccc3,18.67,1.0,0.15,10.1016/j.scib.2021.04.037,AS,1.2649051490514909,1.3296795952782463
3054,1659,3186,CC[C@H](C#N)C#CCOCc1ccccc1,13.88,0.5,0.15,10.1021/jacs.9b02338,AS,1.089337175792507,1.1534653465346532
3055,1659,3187,CC[C@@H](C#N)C#CCOCc1ccccc1,15.12,0.5,0.15,10.1021/jacs.9b02338,AS,1.089337175792507,1.1534653465346532
3092,1680,3227,CCOC(=O)[C@@](C[N+]([O-])=O)(Sc1ccc2ccccc2c1)c3ccccc3,15.28,1.0,0.05,10.1021/ol901572x,AS,1.0667539267015709,1.0823909531502425
3093,1680,3226,CCOC(=O)[C@](C[N+]([O-])=O)(Sc1ccc2ccccc2c1)c3ccccc3,16.3,1.0,0.05,10.1021/ol901572x,AS,1.0667539267015709,1.0823909531502425
3146,1709,3283,C[C@H](C#N)c1cccc(C)c1,15.41,0.45,0.15,10.1002/cjoc.202000309,AS,1.0863075924724204,1.1483455198909405
3147,1709,3282,C[C@@H](C#N)c1cccc(C)c1,16.74,0.45,0.15,10.1002/cjoc.202000309,AS,1.0863075924724204,1.1483455198909405
3174,1726,3314,CC(C)c1cc2OC[C@@H](CO)Oc2cc1C,15.534,1.0,0.05,10.1039/C8QO00805A,AS,1.409681987897515,1.503720120310274
3175,1726,3313,CC(C)c1cc2OC[C@H](CO)Oc2cc1C,21.898,1.0,0.05,10.1039/C8QO00805A,AS,1.409681987897515,1.503720120310274
3230,1755,3371,COc1ccc(CN2CC\C(=C/C[C@](C)(C(=O)OC2=O)c3ccc(cc3)c4ccccc4)c5ccccc5)cc1,15.73,1.0,0.3,10.1002/anie.202005313,AS,1.3782581055308327,1.4637568199532347
3231,1755,3370,COc1ccc(CN2CC\C(=C/C[C@@](C)(C(=O)OC2=O)c3ccc(cc3)c4ccccc4)c5ccccc5)cc1,21.68,1.0,0.3,10.1002/anie.202005313,AS,1.3782581055308327,1.4637568199532347
3290,1786,3432,C[C@]1(C/C(COC1=O)=C/c2ccccc2)c3ccc(Cl)cc3,15.97,1.0,0.15,10.1016/j.scib.2021.04.037,AS,1.517219787100814,1.631981637337414
3291,1786,3431,C[C@@]1(C/C(COC1=O)=C/c2ccccc2)c3ccc(Cl)cc3,24.23,1.0,0.15,10.1016/j.scib.2021.04.037,AS,1.517219787100814,1.631981637337414
3406,1844,3548,N#C[C@@H](Cc1ccccc1)c2ccc3ccccc3c2,16.43,0.5,0.05,10.1002/cjoc.202000309,AS,1.105295191722459,1.16274694261524
3407,1844,3547,N#C[C@H](Cc1ccccc1)c2ccc3ccccc3c2,18.16,0.5,0.05,10.1002/cjoc.202000309,AS,1.105295191722459,1.16274694261524
3550,1920,3695,COc1ccccc1[C@@H](C[N+]([O-])=O)C(C)(C)C=O,10.5,0.8,0.25,10.1016/j.tet.2010.05.056,AS,1.6285714285714288,1.96
3551,1920,3696,COc1ccccc1[C@H](C[N+]([O-])=O)C(C)(C)C=O,17.1,0.8,0.25,10.1016/j.tet.2010.05.056,AS,1.6285714285714288,1.96
3728,2018,3883,CC[C@@H](C#N)C#Cc1ccc(OC)cc1,17.99,0.5,0.15,10.1021/jacs.9b02338,AS,1.6414674819344082,1.9466776045939296
3729,2018,3882,CC[C@H](C#N)C#Cc1ccc(OC)cc1,29.53,0.5,0.15,10.1021/jacs.9b02338,AS,1.6414674819344082,1.9466776045939296
3758,2033,3912,CCOC(=O)[C@H](CC(=O)c1cccc(OC)c1)C[N+]([O-])=O,15.95,1.0,0.25,10.1039/B905033G,AS,1.136050156739812,1.1662835249042147
3759,2033,3913,CCOC(=O)[C@@H](CC(=O)c1cccc(OC)c1)C[N+]([O-])=O,18.12,1.0,0.25,10.1039/B905033G,AS,1.136050156739812,1.1662835249042147
3850,2082,4008,CCOC(=O)[C@@](C[N+]([O-])=O)(Sc1ccc(OC)cc1)c2ccccc2,18.69,1.0,0.05,10.1021/ol901572x,AS,1.1144997324772603,1.135528815706143
3851,2082,4007,CCOC(=O)[C@](C[N+]([O-])=O)(Sc1ccc(OC)cc1)c2ccccc2,20.83,1.0,0.05,10.1021/ol901572x,AS,1.1144997324772603,1.135528815706143
3916,2118,4077,C[C@]1(C/C(COC1=O)=C/c2ccccc2)c3ccc4ccccc4c3,19.01,1.0,0.15,10.1016/j.scib.2021.04.037,AS,1.771699105733824,1.9106145251396645
3917,2118,4076,C[C@@]1(C/C(COC1=O)=C/c2ccccc2)c3ccc4ccccc4c3,33.68,1.0,0.15,10.1016/j.scib.2021.04.037,AS,1.771699105733824,1.9106145251396645
3926,2123,4087,CC[C@@H](C#N)C#Cc1cscc1,19.05,0.5,0.01,10.1021/jacs.9b02338,AS,1.0750656167979002,1.1079245283018868
3927,2123,4086,CC[C@H](C#N)C#Cc1cscc1,20.48,0.5,0.01,10.1021/jacs.9b02338,AS,1.0750656167979002,1.1079245283018868
3966,2145,4129,C[C@]1(C/C(COC1=O)=C/c2ccccc2)c3ccc(Br)cc3,19.28,1.0,0.15,10.1016/j.scib.2021.04.037,AS,1.6825726141078836,1.803418803418803
3967,2145,4128,C[C@@]1(C/C(COC1=O)=C/c2ccccc2)c3ccc(Br)cc3,32.44,1.0,0.15,10.1016/j.scib.2021.04.037,AS,1.6825726141078836,1.803418803418803
4032,2179,4196,C=CCC[C@]1(C/C(COC1=O)=C/c2ccccc2)c3ccccc3,19.67,1.0,0.15,10.1016/j.scib.2021.04.037,AS,2.354855109303508,2.589147286821705
4033,2179,4195,C=CCC[C@@]1(C/C(COC1=O)=C/c2ccccc2)c3ccccc3,46.32,1.0,0.15,10.1016/j.scib.2021.04.037,AS,2.354855109303508,2.589147286821705
4078,2203,4243,N#C[C@@H](C#Cc1ccccc1)C2CCOCC2,19.88,0.5,0.15,10.1021/jacs.9b02338,AS,1.0663983903420524,1.09375
4079,2203,4242,N#C[C@H](C#Cc1ccccc1)C2CCOCC2,21.2,0.5,0.15,10.1021/jacs.9b02338,AS,1.0663983903420524,1.09375
4148,2240,4315,C[C@]1(C/C(COC1=O)=C/c2ccccc2)c3cccc(Cl)c3,20.17,1.0,0.15,10.1016/j.scib.2021.04.037,AS,1.807139315815568,1.9426751592356688
4149,2240,4314,C[C@@]1(C/C(COC1=O)=C/c2ccccc2)c3cccc(Cl)c3,36.45,1.0,0.15,10.1016/j.scib.2021.04.037,AS,1.807139315815568,1.9426751592356688
4174,2257,4344,COc1ccc(cc1)[C@@H](C[N+]([O-])=O)C(C)(C)C=O,12.7,1.0,0.25,10.1016/j.tet.2010.05.056,AS,1.6062992125984252,1.7857142857142858
4175,2257,4345,COc1ccc(cc1)[C@H](C[N+]([O-])=O)C(C)(C)C=O,20.4,1.0,0.25,10.1016/j.tet.2010.05.056,AS,1.6062992125984252,1.7857142857142858
4216,2278,4387,Cc1ccc(cc1)\C=C2/COC(=O)[C@@](C)(C2)c3ccccc3,20.64,1.0,0.15,10.1016/j.scib.2021.04.037,AS,1.126937984496124,1.147688838782413
4217,2278,4386,Cc1ccc(cc1)\C=C2/COC(=O)[C@](C)(C2)c3ccccc3,23.26,1.0,0.15,10.1016/j.scib.2021.04.037,AS,1.126937984496124,1.147688838782413
4228,2284,4398,C[C@@H](CC=O)c1ccc(C)cc1,14.9,1.0,0.03,10.1021/jacs.8b00275,AS,1.3892617449664428,1.4833333333333334
4229,2284,4399,C[C@H](CC=O)c1ccc(C)cc1,20.7,1.0,0.03,10.1021/jacs.8b00275,AS,1.3892617449664428,1.4833333333333334
4304,2324,4477,CC[C@@H](C#N)C#Cc1ccc(cc1)c2ccccc2,21.07,0.5,0.01,10.1021/jacs.9b02338,AS,1.0802088277171331,1.1106745252128356
4305,2324,4476,CC[C@H](C#N)C#Cc1ccc(cc1)c2ccccc2,22.76,0.5,0.01,10.1021/jacs.9b02338,AS,1.0802088277171331,1.1106745252128356
4370,2361,4546,C=C([C@@H](C#C)c1ccc2ccccc2c1)C(=O)OCc3ccccc3,20.15,1.0,0.02,10.1021/jacs.7b08207,AS,1.0660049627791564,1.0771014492753623
4371,2361,4547,C=C([C@H](C#C)c1ccc2ccccc2c1)C(=O)OCc3ccccc3,21.48,1.0,0.02,10.1021/jacs.7b08207,AS,1.0660049627791564,1.0771014492753623
4390,2371,4567,CC[C@@H](C#N)C#Cc1cccnc1,21.57,0.5,0.15,10.1021/jacs.9b02338,AS,1.285581826611034,1.3906150919467344
4391,2371,4566,CC[C@H](C#N)C#Cc1cccnc1,27.73,0.5,0.15,10.1021/jacs.9b02338,AS,1.285581826611034,1.3906150919467344
4414,2384,4592,Cc1ccc(cc1)[C@]2(C)C/C(COC2=O)=C/c3ccccc3,21.71,1.0,0.15,10.1016/j.scib.2021.04.037,AS,1.4725932749884845,1.5454545454545452
4415,2384,4591,Cc1ccc(cc1)[C@@]2(C)C/C(COC2=O)=C/c3ccccc3,31.97,1.0,0.15,10.1016/j.scib.2021.04.037,AS,1.4725932749884845,1.5454545454545452
4544,2452,4725,COC(=O)c1ccc(cc1)[C@]2(C)C\C=C(/CCN(Cc3ccc(OC)cc3)C(=O)OC2=O)c4ccccc4,22.53,1.0,0.156863,10.1002/anie.202005313,AS,1.4780292942743007,1.5486500254712172
4545,2452,4724,COC(=O)c1ccc(cc1)[C@@]2(C)C\C=C(/CCN(Cc3ccc(OC)cc3)C(=O)OC2=O)c4ccccc4,33.3,1.0,0.156863,10.1002/anie.202005313,AS,1.4780292942743007,1.5486500254712172
4596,2481,4780,CC[C@]1(C/C(COC1=O)=C/c2ccccc2)c3ccccc3,22.97,1.0,0.15,10.1016/j.scib.2021.04.037,AS,1.1023073574227251,1.1170901843547585
4597,2481,4779,CC[C@@]1(C/C(COC1=O)=C/c2ccccc2)c3ccccc3,25.32,1.0,0.15,10.1016/j.scib.2021.04.037,AS,1.1023073574227251,1.1170901843547585
4630,2498,4813,CCCCN(CCCC)C[C@@H](C#N)c1cc(Cl)cc2\C(=C/c3ccc(Cl)cc3)c4cc(Cl)ccc4c12,20.4,0.5,0.05,10.1002/cjoc.202000309,AS,1.1357843137254904,1.1897260273972603
