Unnamed: 0,index,SMILES,RT,Speed,i-PrOH_proportion,Literature,Column
850,443,Cc1ccc(cc1)C(=O)[C@@](C)(CBr)c2ccc(C)cc2,9.46,1.0,0.01,10.1039/C1SC00295C,OJ
851,443,Cc1ccc(cc1)C(=O)[C@](C)(CBr)c2ccc(C)cc2,7.95,1.0,0.01,10.1039/C1SC00295C,OJ
1327,696,C[C@@](CBr)(C(=O)c1ccccc1)c2ccccc2,11.22,1.0,0.01,10.1039/C1SC00295C,OJ
1328,696,C[C@](CBr)(C(=O)c1ccccc1)c2ccccc2,9.34,1.0,0.01,10.1039/C1SC00295C,OJ
1336,701,CCCCCC[C@H](C)c1[nH]c2cccc(F)c2c1,9.74,1.0,0.1,10.1021/jacs.1c08562,OJ
1337,701,CCCCCC[C@@H](C)c1[nH]c2cccc(F)c2c1,9.38,1.0,0.1,10.1021/jacs.1c08562,OJ
1524,799,CCCCC[C@@](CBr)(C(=O)c1ccccc1)c2ccccc2,11.65,1.0,0.005,10.1039/C1SC00295C,OJ
1525,799,CCCCC[C@](CBr)(C(=O)c1ccccc1)c2ccccc2,9.99,1.0,0.005,10.1039/C1SC00295C,OJ
2106,1099,Br[C@@H]1CCCC[C@@]1(C(=O)c2ccccc2)c3ccccc3,17.62,1.0,0.1,10.1039/C1SC00295C,OJ
3523,1832,C[C@H](c1cn(Cc2ccccc2)nn1)[C](=[C]=[CH]Cc3ccccc3)C(=O)OCc4ccccc4,14.74,1.0,0.3,10.1021/jacs.7b08207,OJ
3524,1832,C[C@@H](c1cn(Cc2ccccc2)nn1)[C](=[C]=[CH]Cc3ccccc3)C(=O)OCc4ccccc4,16.34,1.0,0.3,10.1021/jacs.7b08207,OJ
3682,1913,COc1ccc(cc1OC)[C@@H](CCc2ccccc2)CC(=O)NC(C)(C)c3ccccn3,10.8,0.7,0.1,10.1002/anie.201804197,OJ
3683,1913,COc1ccc(cc1OC)[C@H](CCc2ccccc2)CC(=O)NC(C)(C)c3ccccn3,17.0,0.7,0.1,10.1002/anie.201804197,OJ
4003,2080,CCC[C@H](C#C)C(=C)C(=O)OCc1ccccc1,16.82,0.5,0.01,10.1021/jacs.7b08207,OJ
4004,2080,CCC[C@@H](C#C)C(=C)C(=O)OCc1ccccc1,18.63,0.5,0.01,10.1021/jacs.7b08207,OJ
4548,2362,CC(=O)c1ccc(cc1)[C@H](CC(=O)NC(C)(C)c2ccccn2)Cc3ccccc3,27.9,0.5,0.2,10.1002/anie.201804197,OJ
4549,2362,CC(=O)c1ccc(cc1)[C@@H](CC(=O)NC(C)(C)c2ccccn2)Cc3ccccc3,21.5,0.5,0.2,10.1002/anie.201804197,OJ
4692,2436,C[C@@](CBr)(C(=O)c1ccc2ccccc2c1)c3ccc4ccccc4c3,15.82,1.0,0.01,10.1039/C1SC00295C,OJ
4693,2436,C[C@](CBr)(C(=O)c1ccc2ccccc2c1)c3ccc4ccccc4c3,22.37,1.0,0.01,10.1039/C1SC00295C,OJ
4905,2545,CC(C)(NC(=O)C[C@H](CCc1ccccc1)c2cccc(c2)c3ccccc3)c4ccccn4,12.8,0.7,0.2,10.1002/anie.201804197,OJ
4906,2545,CC(C)(NC(=O)C[C@@H](CCc1ccccc1)c2cccc(c2)c3ccccc3)c4ccccn4,23.8,0.7,0.2,10.1002/anie.201804197,OJ
5052,2623,C[C@H](C#C)[C](=[C]=[CH2])C(=O)OCc1ccccc1,22.48,1.0,0.01,10.1021/jacs.7b08207,OJ
5053,2623,C[C@@H](C#C)[C](=[C]=[CH2])C(=O)OCc1ccccc1,25.08,1.0,0.01,10.1021/jacs.7b08207,OJ
5134,2665,BrCCCCC[C@H](C#C)C(=C)C(=O)OCc1ccccc1,21.48,1.0,0.01,10.1021/jacs.7b08207,OJ
5135,2665,BrCCCCC[C@@H](C#C)C(=C)C(=O)OCc1ccccc1,25.88,1.0,0.01,10.1021/jacs.7b08207,OJ
5681,2947,CCC[C@H](C#C)[C](=[C]=[CH2])C(=O)OCc1ccccc1,16.0,1.0,0.01,10.1021/jacs.7b08207,OJ
5682,2947,CCC[C@@H](C#C)[C](=[C]=[CH2])C(=O)OCc1ccccc1,32.0,1.0,0.01,10.1021/jacs.7b08207,OJ
6277,3251,C[C@H](C#C)C(=C)C(=O)OCc1ccccc1,44.8,0.5,0.01,10.1021/jacs.7b08207,OJ
6278,3251,C[C@@H](C#C)C(=C)C(=O)OCc1ccccc1,48.37,0.5,0.01,10.1021/jacs.7b08207,OJ
6419,3325,C=C([C@@H](C#C)c1occc1)C(=O)OCc2ccccc2,44.25,0.5,0.01,10.1021/jacs.7b08207,OJ
6420,3325,C=C([C@H](C#C)c1occc1)C(=O)OCc2ccccc2,58.9,0.5,0.01,10.1021/jacs.7b08207,OJ
6757,3505,C[C@H](O)[C@H](N1CCCC1)c2ccccc2Cl,8.86,0.8,0.01,10.1021/ja901058u,OJ
6758,3505,C[C@@H](O)[C@H](N1CCCC1)c2ccccc2Cl,10.14,0.8,0.01,10.1021/ja901058u,OJ
6935,3601,CC(C)(C)OC(=O)[C@H](N)[C@H](C=C)c1ccccc1,8.9,1.0,0.05,10.1002/adsc.201801148,OJ
6936,3601,CC(C)(C)OC(=O)[C@@H](N)[C@H](C=C)c1ccccc1,10.3,1.0,0.05,10.1002/adsc.201801148,OJ
6937,3602,CC(C)(C)OC(=O)[C@H](N)[C@H](C=C)c1ccccc1,8.9,1.0,0.05,10.1002/adsc.201801148,OJ
6938,3602,CC(C)(C)OC(=O)[C@@H](N)[C@H](C=C)c1ccccc1,10.3,1.0,0.05,10.1002/adsc.201801148,OJ
7049,3663,CC(C)(C)OC(=O)[C@@H](N)[C@H](C=C)c1ccc(Cl)cc1,8.5,0.8,0.015,10.1002/adsc.201801148,OJ
7369,3845,Cc1ccc(cc1)[C@@H](C=C)[C@H](N)C(=O)OC(C)(C)C,8.4,1.0,0.03,10.1002/adsc.201801148,OJ
7697,4030,CCC[C@@H](CCN1C(=O)c2ccccc2C1=O)c3ccccc3,23.5,0.8,0.1,10.1002/ntls.10021,OJ
7698,4030,CCC[C@H](CCN1C(=O)c2ccccc2C1=O)c3ccccc3,11.0,0.8,0.1,10.1002/ntls.10021,OJ
8140,4278,CC(C)(C)OC(=O)[C@@H](N)[C@@H](C=C)c1ccc(Cl)cc1,10.6,0.8,0.015,10.1002/adsc.201801148,OJ
8141,4279,CC(C)(C)OC(=O)[C@@H](N)[C@@H](C=C)c1ccc(Cl)cc1,10.6,0.8,0.015,10.1002/adsc.201801148,OJ
8208,4317,C[C@@](CNCc1ccccc1)(C\C=C\C=C)c2ccccc2,14.003,0.5,0.05,10.1021/acs.orglett.0c03466,OJ
8209,4317,C[C@](CNCc1ccccc1)(C\C=C\C=C)c2ccccc2,11.437,0.5,0.05,10.1021/acs.orglett.0c03466,OJ
8675,4571,CCOC(=O)C1(N[C@@H]([C@@H]([C@@H]1C(=O)OC)C(=O)OC)c2ccc(Br)cc2)C(=O)OCC,7.12,1.0,0.3,10.1021/ol400983j,OJ
8793,4635,O[C@@H]([C@H](C=C)c1ccccc1)C(=O)C#Cc2ccccc2,90.3,0.5,0.05,10.1021/jacs.6b06156,OJ
8956,4727,CC(C)c1cccc2c1OC(=O)[C@]2(C)C(=O)OCC=C,14.5,0.6,0.05,10.1039/C9QO01025D,OJ
8957,4727,CC(C)c1cccc2c1OC(=O)[C@@]2(C)C(=O)OCC=C,12.1,0.6,0.05,10.1039/C9QO01025D,OJ
9533,5041,C[C@@H](CCN1Cc2ccccc2C1=O)c3ccccc3,15.0,1.0,0.1,10.1002/ntls.10021,OJ
9534,5041,C[C@H](CCN1Cc2ccccc2C1=O)c3ccccc3,12.7,1.0,0.1,10.1002/ntls.10021,OJ
9657,5106,CC(C)[C@@H](CCN1C(=O)c2ccccc2C1=O)c3ccccc3,24.9,0.8,0.1,10.1002/ntls.10021,OJ
9658,5106,CC(C)[C@H](CCN1C(=O)c2ccccc2C1=O)c3ccccc3,12.8,0.8,0.1,10.1002/ntls.10021,OJ
9828,5202,Cc1ccc(cc1)[C@H](C=C)[C@H](N)C(=O)OC(C)(C)C,11.5,1.0,0.03,10.1002/adsc.201801148,OJ
9829,5202,Cc1ccc(cc1)[C@@H](C=C)[C@H](N)C(=O)OC(C)(C)C,13.0,1.0,0.03,10.1002/adsc.201801148,OJ
9869,5225,CC(C)(C)[C@H](N[S](=O)(=O)c1ccc(F)cc1)c2ccccc2,5.0,1.0,0.3,10.1038/s41467/018/07462/w,OJ
9870,5225,CC(C)(C)[C@@H](N[S](=O)(=O)c1ccc(F)cc1)c2ccccc2,13.0,1.0,0.3,10.1038/s41467/018/07462/w,OJ
9871,5226,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3ccccc3C,54.5,0.8,0.1,10.1002/ntls.10021,OJ
9872,5226,C[C@H](CCN1C(=O)c2ccccc2C1=O)c3ccccc3C,13.0,0.8,0.1,10.1002/ntls.10021,OJ
10327,5472,C[C@@H](C=C)[C@H](O)C(=O)c1ccccc1,16.0,0.5,0.05,10.1021/jacs.6b06156,OJ
10464,5549,CCCCC/C=C/[C@H](CC)c1ccccc1,14.59,0.3,0.0,10.1021/jacs.2c00957,OJ
10465,5549,CCCCC/C=C/[C@@H](CC)c1ccccc1,13.74,0.3,0.0,10.1021/jacs.2c00957,OJ
10534,5587,CC[C@H](c1ccccc1)c2sc3ccccc3n2,16.0,1.0,0.02,10.1002/anie.202009527,OJ
10535,5587,CC[C@@H](c1ccccc1)c2sc3ccccc3n2,13.8,1.0,0.02,10.1002/anie.202009527,OJ
10565,5604,Cc1cccc2[C@@H]3CC(=C[C@@]3(Oc12)[N+]([O-])=O)C(=O)OC(C)(C)C,11.36,0.5,0.1,10.1002/anie.201900036,OJ
11025,5859,C[C@H](O)[C@H](N1CCOCC1)c2ccc3OCOc3c2,10.65,1.0,0.1,10.1021/ja901058u,OJ
11026,5859,C[C@@H](O)[C@H](N1CCOCC1)c2ccc3OCOc3c2,14.38,1.0,0.1,10.1021/ja901058u,OJ
11091,5894,C[C@H](O)[C@H](N1CCOCC1)c2ccccc2,9.54,1.0,0.15,10.1021/ja901058u,OJ
11092,5894,C[C@@H](O)[C@H](N1CCOCC1)c2ccccc2,14.42,1.0,0.15,10.1021/ja901058u,OJ
11193,5951,Cc1ccc(cc1)[S](=O)(=O)N[C@H](c2ccccc2)[Si](C)(C)C(C)(C)C,10.0,0.6,0.05,10.1021/acs.orglett.8b04073,OJ
11194,5951,Cc1ccc(cc1)[S](=O)(=O)N[C@@H](c2ccccc2)[Si](C)(C)C(C)(C)C,14.6,0.6,0.05,10.1021/acs.orglett.8b04073,OJ
11211,5960,COc1ccc(cc1)[C@@H](O)CN(C)Cc2ccccc2,12.5,1.0,0.15,10.1055/s/0034/1378891,OJ
11212,5960,COc1ccc(cc1)[C@H](O)CN(C)Cc2ccccc2,14.6,1.0,0.15,10.1055/s/0034/1378891,OJ
11248,5979,COc1cccc(c1)[C@H](C)c2ccccc2,13.43,1.0,0.1,10.1021/jacs.0c09125,OJ
11249,5979,COc1cccc(c1)[C@@H](C)c2ccccc2,14.61,1.0,0.1,10.1021/jacs.0c09125,OJ
11316,6017,CCc1cccc2c1OC(=O)[C@]2(C)C(=O)OCC=C,17.3,0.6,0.05,10.1039/C9QO01025D,OJ
11317,6017,CCc1cccc2c1OC(=O)[C@@]2(C)C(=O)OCC=C,14.7,0.6,0.05,10.1039/C9QO01025D,OJ
11488,6113,CC[C@@H](CCN1C(=O)c2ccccc2C1=O)c3ccccc3,31.0,0.8,0.1,10.1002/ntls.10021,OJ
11489,6113,CC[C@H](CCN1C(=O)c2ccccc2C1=O)c3ccccc3,14.9,0.8,0.1,10.1002/ntls.10021,OJ
11494,6116,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3ccccc3Br,45.1,0.8,0.1,10.1002/ntls.10021,OJ
11495,6116,C[C@H](CCN1C(=O)c2ccccc2C1=O)c3ccccc3Br,14.9,0.8,0.1,10.1002/ntls.10021,OJ
11600,6172,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3ccc(Cl)cc3,22.1,0.8,0.1,10.1002/ntls.10021,OJ
11601,6172,C[C@H](CCN1C(=O)c2ccccc2C1=O)c3ccc(Cl)cc3,15.0,0.8,0.1,10.1002/ntls.10021,OJ
11610,6177,COc1ccc(cc1)[S](=O)(=O)N[C@H](c2ccccc2)C(C)(C)C,6.7,1.0,0.3,10.1038/s41467/018/07462/w,OJ
11611,6177,COc1ccc(cc1)[S](=O)(=O)N[C@@H](c2ccccc2)C(C)(C)C,15.0,1.0,0.3,10.1038/s41467/018/07462/w,OJ
11748,6254,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3ccccc3F,30.8,0.8,0.1,10.1002/ntls.10021,OJ
11749,6254,C[C@H](CCN1C(=O)c2ccccc2C1=O)c3ccccc3F,15.2,0.8,0.1,10.1002/ntls.10021,OJ
11752,6256,Cc1ccc(cc1)[S](=O)(=O)N[C@H](c2ccccc2)C(C)(C)C,7.8,0.7,0.3,10.1038/s41467/018/07462/w,OJ
11753,6256,Cc1ccc(cc1)[S](=O)(=O)N[C@@H](c2ccccc2)C(C)(C)C,15.2,0.7,0.3,10.1038/s41467/018/07462/w,OJ
11833,6298,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3cccc(C)c3,26.5,0.8,0.1,10.1002/ntls.10021,OJ
11834,6298,C[C@H](CCN1C(=O)c2ccccc2C1=O)c3cccc(C)c3,15.3,0.8,0.1,10.1002/ntls.10021,OJ
11911,6338,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3ccc(Br)cc3,21.7,0.8,0.1,10.1002/ntls.10021,OJ
11912,6338,C[C@H](CCN1C(=O)c2ccccc2C1=O)c3ccc(Br)cc3,15.4,0.8,0.1,10.1002/ntls.10021,OJ
11944,6356,CCOC(=O)C1(N[C@@H]([C@@H]([C@@H]1C(=O)OC)C(=O)OC)c2ccc(F)cc2)C(=O)OCC,7.75,1.0,0.2,10.1021/ol400983j,OJ
12566,6700,C[C@H](O)[C@H](N1CCCC1)c2ccccc2Br,12.94,0.8,0.015,10.1021/ja901058u,OJ
12567,6700,C[C@@H](O)[C@H](N1CCCC1)c2ccccc2Br,16.23,0.8,0.015,10.1021/ja901058u,OJ
12730,6789,O=C1N(CC[C@H](Cc2ccccc2)c3ccccc3)C(=O)c4ccccc14,17.8,0.8,0.05,10.1002/ntls.10021,OJ
12731,6789,O=C1N(CC[C@@H](Cc2ccccc2)c3ccccc3)C(=O)c4ccccc14,16.5,0.8,0.05,10.1002/ntls.10021,OJ
12868,6863,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3ccc(F)cc3,27.4,0.8,0.1,10.1002/ntls.10021,OJ
12869,6863,C[C@H](CCN1C(=O)c2ccccc2C1=O)c3ccc(F)cc3,16.7,0.8,0.1,10.1002/ntls.10021,OJ
12900,6880,CCC[C@@H]1CCc2ccccc2N1,24.18,0.7,0.01,10.1002/anie.201204179,OJ
12901,6880,CCC[C@H]1CCc2ccccc2N1,16.78,0.7,0.01,10.1002/anie.201204179,OJ
13189,7042,CC(=O)NN[C@H](/C=C/c1ccccc1)c2cccc(C)c2,20.8,1.0,0.05,10.1002/chem.201605579,OJ
13190,7042,CC(=O)NN[C@@H](/C=C/c1ccccc1)c2cccc(C)c2,17.1,1.0,0.05,10.1002/chem.201605579,OJ
13561,7237,CC[C@H](c1ccccc1)c2oc3ccc(OC)cc3n2,23.1,0.5,0.07,10.1002/anie.202009527,OJ
13562,7237,CC[C@@H](c1ccccc1)c2oc3ccc(OC)cc3n2,17.7,0.5,0.07,10.1002/anie.202009527,OJ
13883,7416,CC(C)c1ccc2OC(=O)[C@@](C)(C(=O)Oc3ccccc3)c2c1,19.0,0.5,0.1,10.1039/C3CC47455K,OJ
13884,7416,CC(C)c1ccc2OC(=O)[C@](C)(C(=O)Oc3ccccc3)c2c1,18.2,0.5,0.1,10.1039/C3CC47455K,OJ
14374,7690,C[C@@]1(C(=O)Oc2ccccc2)C(=O)Oc3ccccc13,17.0,1.0,0.1,10.1039/C3CC47455K,OJ
14375,7690,C[C@]1(C(=O)Oc2ccccc2)C(=O)Oc3ccccc13,19.0,1.0,0.1,10.1039/C3CC47455K,OJ
14483,7747,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3cccc(F)c3,23.3,0.8,0.05,10.1002/ntls.10021,OJ
14484,7747,C[C@H](CCN1C(=O)c2ccccc2C1=O)c3cccc(F)c3,19.1,0.8,0.05,10.1002/ntls.10021,OJ
14651,7840,CCOC(=O)C1(N[C@@H]([C@@H]([C@@H]1C(=O)OC)C(=O)OC)c2ccc(cc2)C#N)C(=O)OCC,13.15,1.0,0.3,10.1021/ol400983j,OJ
15046,8052,C[C@H](O)[C@H](N(C)C)c1ccccc1,12.75,1.0,0.04,10.1021/ja901058u,OJ
15047,8052,C[C@@H](O)[C@H](N(C)C)c1ccccc1,20.19,1.0,0.04,10.1021/ja901058u,OJ
15075,8067,O=C1[C@H](Cc2ccccc2)N(Cc3ccccc3)C(=O)N1Cc4ccccc4,33.5,1.0,0.2,10.1002/cjoc.202100809,OJ
15076,8067,O=C1[C@@H](Cc2ccccc2)N(Cc3ccccc3)C(=O)N1Cc4ccccc4,20.2,1.0,0.2,10.1002/cjoc.202100809,OJ
15224,8153,Cl.C[C@H]1CNCc2ccccc12,43.6,0.8,0.05,10.1039/c8cc02798f,OJ
15225,8153,Cl.C[C@@H]1CNCc2ccccc12,20.5,0.8,0.05,10.1039/c8cc02798f,OJ
15328,8210,C[C@H](CCN1C(=O)c2ccccc2C1=O)c3cccc(F)c3,11.9,0.8,0.05,10.1002/ntls.10021,OJ
15329,8210,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3cccc(F)c3,20.8,0.8,0.05,10.1002/ntls.10021,OJ
15497,8305,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3sccc3,37.9,0.8,0.1,10.1002/ntls.10021,OJ
15498,8305,C[C@H](CCN1C(=O)c2ccccc2C1=O)c3sccc3,21.0,0.8,0.1,10.1002/ntls.10021,OJ
15574,8347,CCOC(=O)CCC[C@@H](N[S](=O)(=O)c1ccc(C)cc1)C(C)(C)C,18.2,0.5,0.08,10.1038/s41467/018/07462/w,OJ
15575,8347,CCOC(=O)CCC[C@H](N[S](=O)(=O)c1ccc(C)cc1)C(C)(C)C,21.2,0.5,0.08,10.1038/s41467/018/07462/w,OJ
15651,8388,CCOC(=O)C1(N[C@@H]([C@@H]([C@@H]1C(=O)OC)C(=O)OC)c2ccc(OC)cc2)C(=O)OCC,11.82,1.0,0.2,10.1021/ol400983j,OJ
15935,8546,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3ccccc3,47.9,0.8,0.1,10.1002/ntls.10021,OJ
15936,8546,C[C@H](CCN1C(=O)c2ccccc2C1=O)c3ccccc3,21.9,0.8,0.1,10.1002/ntls.10021,OJ
16004,8585,C[C@H](CCN1C(=O)c2ccccc2C1=O)c3ccc(Br)cc3,15.4,0.8,0.1,10.1002/ntls.10021,OJ
16005,8585,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3ccc(Br)cc3,22.1,0.8,0.1,10.1002/ntls.10021,OJ
16074,8623,CC(=O)NN[C@H](\C=C\c1ccccc1C)c2ccccc2,24.0,0.5,0.1,10.1002/chem.201605579,OJ
16075,8623,CC(=O)NN[C@@H](\C=C\c1ccccc1C)c2ccccc2,22.2,0.5,0.1,10.1002/chem.201605579,OJ
16116,8645,CC[C@H](c1ccccc1)c2oc3ccc(cc3n2)c4ccccc4,33.7,0.5,0.07,10.1002/anie.202009527,OJ
16117,8645,CC[C@@H](c1ccccc1)c2oc3ccc(cc3n2)c4ccccc4,22.3,0.5,0.07,10.1002/anie.202009527,OJ
16181,8682,Cc1ccc(cc1)[S](=O)(=O)N[C@H](c2ccc(Cl)cc2)C(C)(C)C,16.1,1.0,0.05,10.1038/s41467/018/07462/w,OJ
16182,8682,Cc1ccc(cc1)[S](=O)(=O)N[C@@H](c2ccc(Cl)cc2)C(C)(C)C,22.5,1.0,0.05,10.1038/s41467/018/07462/w,OJ
16508,8868,C[C@@]1(C(=O)OCc2ccccc2)C(=O)Oc3ccccc13,27.1,1.0,0.1,10.1039/C3CC47455K,OJ
16509,8868,C[C@]1(C(=O)OCc2ccccc2)C(=O)Oc3ccccc13,23.3,1.0,0.1,10.1039/C3CC47455K,OJ
16515,8872,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3ccc(C)cc3,35.9,0.8,0.1,10.1002/ntls.10021,OJ
16516,8872,C[C@H](CCN1C(=O)c2ccccc2C1=O)c3ccc(C)cc3,23.3,0.8,0.1,10.1002/ntls.10021,OJ
16624,8933,COc1ccc(cc1OC)[C@H](C)NNC(=O)c2ccccc2,29.678,1.0,0.1,10.1002/anie.201909928,OJ
16625,8933,COc1ccc(cc1OC)[C@@H](C)NNC(=O)c2ccccc2,23.629,1.0,0.1,10.1002/anie.201909928,OJ
16637,8940,CC(=O)N[C@@H]1Cc2cc(C)cc(C)c2[C@H]1O,15.0,1.0,0.05,10.1021/acs.orglett.6b00212,OJ
17277,9300,COC(=O)C(C)(C)[C@@H](C)N[S](=O)(=O)c1ccc(C)cc1,20.2,0.6,0.15,10.1038/s41467/018/07462/w,OJ
17278,9300,COC(=O)C(C)(C)[C@H](C)N[S](=O)(=O)c1ccc(C)cc1,25.4,0.6,0.15,10.1038/s41467/018/07462/w,OJ
17388,9366,CCc1ccc2C[C@@H](NC(C)=O)[C@H](O)c2c1,20.3,1.0,0.05,10.1021/acs.orglett.6b00212,OJ
17547,9453,C[C@H](CCN1C(=O)c2ccccc2C1=O)c3cccc(C)c3,15.0,0.8,0.1,10.1002/ntls.10021,OJ
17548,9453,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3cccc(C)c3,26.3,0.8,0.1,10.1002/ntls.10021,OJ
17580,9472,Cc1ccc(cc1)[S](=O)(=O)N[C@H](c2ccc(Oc3ccccc3)cc2)C(C)(C)C,21.9,1.0,0.04,10.1038/s41467/018/07462/w,OJ
17581,9472,Cc1ccc(cc1)[S](=O)(=O)N[C@@H](c2ccc(Oc3ccccc3)cc2)C(C)(C)C,26.4,1.0,0.04,10.1038/s41467/018/07462/w,OJ
17646,9510,C[C@H](CCN1C(=O)c2ccccc2C1=O)c3ccc(F)cc3,16.2,0.8,0.1,10.1002/ntls.10021,OJ
17647,9510,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3ccc(F)cc3,26.6,0.8,0.1,10.1002/ntls.10021,OJ
17806,9601,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3ccc4ccccc4c3,36.8,0.8,0.1,10.1002/ntls.10021,OJ
17807,9601,C[C@H](CCN1C(=O)c2ccccc2C1=O)c3ccc4ccccc4c3,27.2,0.8,0.1,10.1002/ntls.10021,OJ
17919,9666,CC(=O)NN[C@H](/C=C/c1ccccc1Br)c2ccccc2,29.2,0.5,0.1,10.1002/chem.201605579,OJ
17920,9666,CC(=O)NN[C@@H](/C=C/c1ccccc1Br)c2ccccc2,27.7,0.5,0.1,10.1002/chem.201605579,OJ
18391,9928,CCC(C)(C)[C@H](N[S](=O)(=O)c1ccc(C)cc1)c2ccccc2,16.1,0.5,0.1,10.1038/s41467/018/07462/w,OJ
18392,9928,CCC(C)(C)[C@@H](N[S](=O)(=O)c1ccc(C)cc1)c2ccccc2,29.6,0.5,0.1,10.1038/s41467/018/07462/w,OJ
18400,9933,CC(=O)NN[C@H](/C=C/c1ccccc1F)c2ccccc2,33.0,1.0,0.05,10.1002/chem.201605579,OJ
18401,9933,CC(=O)NN[C@@H](/C=C/c1ccccc1F)c2ccccc2,29.6,1.0,0.05,10.1002/chem.201605579,OJ
18463,9967,CC(=O)NN[C@H](\C=C\C=C\c1ccccc1)c2ccccc2,35.4,1.0,0.1,10.1002/chem.201605579,OJ
18464,9967,CC(=O)NN[C@@H](\C=C\C=C\c1ccccc1)c2ccccc2,29.9,1.0,0.1,10.1002/chem.201605579,OJ
18494,9984,CC(=O)c1ccc(cc1)[S@](C)=O,5.247,1.0,0.2,10.1039/D0CC00434K,OJ
18495,9984,CC(=O)c1ccc(cc1)[S@@](C)=O,3.474,1.0,0.2,10.1039/D0CC00434K,OJ
18577,10031,COc1ccc2OC(=O)[C@@](C)(C(=O)Oc3ccccc3)c2c1,39.0,1.0,0.07,10.1039/C3CC47455K,OJ
18578,10031,COc1ccc2OC(=O)[C@](C)(C(=O)Oc3ccccc3)c2c1,30.1,1.0,0.07,10.1039/C3CC47455K,OJ
18689,10098,C[C@H](CCN1C(=O)c2ccccc2C1=O)c3cscc3,19.3,0.8,0.1,10.1002/ntls.10021,OJ
18690,10098,C[C@@H](CCN1C(=O)c2ccccc2C1=O)c3cscc3,30.6,0.8,0.1,10.1002/ntls.10021,OJ
18783,10150,O[C@H]1CCCC[C@H]1Nc2ccccc2,26.22,1.0,0.05,10.1021/ol901605a,OJ
18784,10150,O[C@@H]1CCCC[C@H]1Nc2ccccc2,30.97,1.0,0.05,10.1021/ol901605a,OJ
19096,10330,Cc1cc(C)c2c(OC(=O)[C@@]2(C)C(=O)Oc3ccccc3)c1,21.1,0.5,0.1,10.1039/C3CC47455K,OJ
19097,10330,Cc1cc(C)c2c(OC(=O)[C@]2(C)C(=O)Oc3ccccc3)c1,32.5,0.5,0.1,10.1039/C3CC47455K,OJ
